No;Tema;Artikel
11;Teknologi;"Jakarta-WarganetmengeluhtentanglayananGoogleSearch,YouTube,danGmailyangsempatdown,Kamis(4/2/2021)sore.Namungangguaniniterjaditaklama,hanyasekitar15menit.PantauanTeknoLiputan6.com,Jumat(5/2/2021),keluhanmengalirdiTwittersekitarmulaijam14.00WIB.BeberapalayananyangsempatdikeluhkanpenggunaadalahGoogleSearch,YouTube,Gmail,Maps,Meet,Classroom,danlainnya.SementarasituswebDowndetectormencatatadabanyaklaporanmasuktentanglayananYouTubedanGoogleSearchyangtakbisadiaksesdibeberapanegarabagianAmerikaSerikat.Pundemikian,adajugabeberapapenggunadiIndonesiayangmengeluhkanhalserupa.googlelagidownkahh,kokgkbisabukasemuaaplikasidarigoogle—rαғι(@rinpostor)February4,2021yepsmuaygkaitansamagoogledown(lagi)—HispanicYard(@kuro_bee13)February4,2021googleindolagidown?—nyamukchikungunya(@manusiakerupuk)February4,2021GoogleletsmedownagainJustlikethat😭💔pic.twitter.com/de4V0B5HYt—ArrogantMukiga♏🇺🇬🥃📌(@jukaowen)February3,2021LayananGoogledownjugapernahterjadisecaramassalpadaSenin(14/12/2020)malam.TumbangnyaseluruhlayananGoogleiniberlangsunglebihdarisatujamlamanya.NamunmenurutpernyataanjurubicaraGoogle,layananGoogledownselama45menitsaja.Parapenggunadiseluruhduniamengaku,ketikaGoogledown,merekatidakbisamengaksesGmail,YouTube,GoogleDrive,GoogleHangouts,hinggaGoogleMeet.Googlemenyebut,tumbangnyalayananbukandisebabkankarenaserangansiber,melainkankarenamasalahkuotapenyimpananinternal.""Layananyangmengharuskanpenggunauntukmasuk,mengalamitingkatkesalahantinggiselamaperiodeini,""katajurubicaraGoogle,dikutipdariCNET,Selasa(15/12/2020).LebihlanjutGooglememintamaafkepadasemuapenggunayangterdampak.Kedepannya,pihakGooglejugaakanmelakukanpeninjauantindaklanjutmenyeluruhuntukmemastikanmasalahserupatidakterulangdimasamendatang.PernyataanGoogleterkaitwaktutumbangnyalayananmerekaagakberbedadenganyangdicatatolehlamanDownDetector."
12;Teknologi;"Jakarta-GrabExpressbarusajamengumumkanderetanfiturbaruyangadadilayanannya.KehadiranfiturbaruinimenurutHeadofGrabExpressGrabIndonesia,TyasApsari,diharapkandapatmendukungaktivitaspelakuUMKMmaupunpenggunaumum.""Hariini,kamimengumumkansejumlahinovasibaruyanghadirdiGrabExpress.KamiharapinovasiinidapatmembanturekanUMKMdiIndonesiaataumasyarakatpadaumumnya,""tuturnyasaatberbicaradenganawakmedia,Jumat(5/2/2021).SalahsatuinovasiyangdihadirkandilayananGrabExpress,kataTyasadalahtampilanaplikasiyangdibuatlebihsimpeldanmulus.Perubahaninijugadiharapkanbisamempermudahpenggunasaatmelakukanpengiriman.""Pembaruaninisudahkamiluncurkansecaraberkala.Seharusnyadimingguini,semuaorangyangsudahmemperbaruiaplikasinyalewatPlayStoredanAppStoredapatmelihattampilanbarudiGrabExpress,""ujarnyamenjelaskan.Dengantampilanbaruini,penggunaGrabjugalebihmudahuntukmengetahuibiayapengiriman.Jadi,penggunatinggalmemasukanlokasipengirimandantujuan,biayapengirimanbisalangsungterdeteksi,tanpaperlumemasukkanalamatlengkapterlebihdulu.FiturlainyangjugahadirdiGrabExpressadalahformulirpengiriman.Melaluifiturini,penggunaataumitrapelakuUMKMdapatmemintapenerimamengisiformulirdenganalamattujuan,sehinggalokasinyabisalebihakurat.""FiturinihadirsebabkamimendengarmasukanpenggunaGrabExpress.Tantanganyangbiasanyadihadapilayananpengirimanadalahpengirimkadangtidaktahupersislokasitujuandimana,sehinggapenerimayanglebihmengenaldaerahnyadapatmengisisendiri,""ucapTyas.GrabExpresskinijugamemudahkanpenggunauntukmelacakpaketyangdikirimkan,terutamabagipenggunayangmelakukanpengirimanbanyakpaketsekaligusdalamsatupaket.""Jadikinipenggunadapatmelihatstatusmasing-masingpaketyangdikirimkanSebab,kamijugamendengarkanpelakuUMKMatausocialselleryanganxiousapabilabarangnyabelumsampai,sehinggakamiinginmembantukekhawatiranitu,""ujarTyasmenjelaskan.Adapulafiturpesanlagiuntukalamatyangpernahmenjaditujuanpengiriman.Jadi,alamattujuandapatdisimpandanpenggunadapatlangsungmelakukanpemesananlangsungkepenerima.GrabExpresskiniturutmeningkatkankemampuandarisistempengirimankebanyaktujuan.Berbekalpeningkatanini,sistemakansecaraotomatismenghadirkanrutetercepatdanterdekat,sehinggabiayakirimlebihmurah.""Diversiterbaruini,denganmudahcukupsatutombolusaimemasukkanbeberapaalamattujuan,penggunadapatlangsungmengetahuimencarirutetercepattibadidestinasi,""ucapnyalebihlanjut."
13;Teknologi;Instagrammulaimengujifiturjumlahlikeatausukayangdisembunyikanpadaplatformnya2019diKanada.Perusahaankemudiansecarabertahap,memperluasujicobakelebihbanyaknegarasebelumdiluncurkansecaraglobalpadaNovemberlalu.Fiturtersebutakanmenyembunyikanjumlahlikepadaakunsehinggapengikuttidakdapatmelihatjumlahliketersebut.Instagrammengatakan,fituriniuntukmenghilangkantekanandantuntutanuntukmendapatkanjumlahliketertentudalammengunggahkonten.Sehinggasebagianbesarpenggunahanyaberfokuspadajumlahlikeyangdidapat,bukannilaidarifotoatauvideoyangdiunggah.Namun,perubahantersebutmendapatkanberbagaireaksi.Bagaimanapun,beberapapenggunamengandalkanjumlahlikedanpengikutuntuktujuanbisnis.Sehinggajikapenggunamasihinginmelihatberapabanyakjumlahlikeyangdidapatdisuatukonten,masihadacaralainuntukmelihatnya.DilansirdariAndroidAuthority,Jumat(5/2/2021),berikutcaramelihatjumlahlikeyangtersembunyidiInstagram.Kamutidakmemerlukanunduhanaplikasipihakketigaatauperangkatlunaktambahanuntukmelihatnya,cukupakseslewatbrowserweb.BukaInstagram.commelaluibrowserwebdiperangkatseluleratauPC.LalumasukkeakunInstagrampenggunadanmulailahmenjelajahpadaberandasepertibiasa.Kamuseharusnyadapatmelihatjumlahlikeataupenayangandisemuafotoatauvideoyangdiunggah.Alternatiflain,kamujugadapatmenambahkanekstensiChromeyangmasihmengharuskanpenggunamasuklewatbrowser.Jikametodelainataucarasebelumnyatidakberhasil,penggunadapatmenggunakanekstensiChromeheReturnoftheLikes.CukupdownloaddanpasangTheReturnoftheLikesdariChromeWebStoredanbukaInstagram.comlalumasukkeakunmu.Setelahnya,kamudapatmelihatberapabanyakjumlahlikedankomentarpadasetiapkonten.
14;Teknologi;"TikTokmakinketatdalammengawasikontenyangdiunggahdiplatformnya.AplikasivideopendekasalChinainibakalmenampilkanperingatanpadavideoyangberisiinformasimeragukandantidakdapatdiverifikasikebenarannya.SebagaimanadilaporkanTheVerge,Jumat(5/2/2021),TikToksekarangakanmenampilkanlabelperingatanbagipenggunayangmelihatvideodiFYPmereka.Labeltersebutberbunyi,""Perhatian:Videoditandaiuntukkontenyangtidakdiverifikasi.""Meskibegitu,labelpemeriksafaktainibukanberartibisamenjaminkontentersebutbenaratausalah.Artinya,kontenakantetapadawalaupunkebenarannyabelumbisadibuktikan.TikTokjugatelahmengurangipenyebaranvideoyangtidakdiverifikasidanmenandaikreatornya.Distribusikontennyajugaakandikurangiapabilainformasitersebutbenar-benarmeragukan.Selainkreator,aplikasijugamemberiperingatanuntukparapenontonvideo.Bagimerekayanginginmembagikankembalivideo(repost),makaTikTokakanmemunculkanlabel""yakininginmembagikanvideoini?""Meskimendapatkanlabelperingatan,penggunatetapbisamembagikanvideotersebut.Tampaknya,labeltersebutdirancanguntukmencegahbeberapaorangsebelummenindaklanjutiaktivitasrepost-nya.TikToksendiritidakmengatakanberapabanyakvideoyangdikurasisetiaphariuntukdiperiksafaktanya.Merekajugatidakmenyebutbagaimanaaplikasimemilihvideoyangbakalditinjaudandiberilabelperingatan.JuruBicaraTikTokmengatakanbahwapemeriksaanfaktaseringkalidifokuskanpadatopik-topikkhusussepertipemilihanumum,vaksin,hinggaperubahaniklim.Videoyangditinjaujugatidakmestimendapatkanjumlahviewertertentusebagaisyaratpeninjauan.Namun,TikToktetapmenerapkanapabilavideonyamelanggarkebijakanmisinformasi,makakontentersebutakanlangsungdihapus."
15;Teknologi;"Surabaya-DosenDepartemenTeknikMesinInstitutTeknologiSepuluhNovember(ITS),DrLatifahNurahmimembuatinovasirobothybrid.Robottersebutdapatdigunakandibidangmedis,khususnyauntukoperasitulang.Inovasirobothybridinimerupakankelanjutandaripenelitiansebelumnyayangdilakukanpada2016.TahuntersebutLatifahmengembangkanrobotrehabilitasitumitkaki.Namun,untukdasarpenelitiannyasudahdilakukannyasejak2015.""Robotsebagaialatbantuoperasisebenarnyasudahadasejaktahun90-an.Robotinibiasadisebutdenganrobotparalel.Robotparaleladalahrobotyangmampumenanganibeberapainstruksidalamwaktubersamaan.Tapiternyatarobotparalelinimasihpunyabeberapakekurangandalampenggunaannyadibidangmedis,""kataLatifadiSurabaya,Jumat(5/2/2021).Kekuranganrobotparaleladapadaketerbatasanruanggerak,danpenggunaannya.Biasanyahanyasekalipakai.Haltersebutmembuatrobotharusdibongkarusaimelakukanoperasi.Kemudiandipasangkembalisaatakanmelakukanoperasi.Denganbegitu,akanlebihmerepotkandoktersaatakandanusaimenggunakannya.Gunamengatasiketerbatasanrobotparalel,Latifahpunmengembangkannyadenganrobothybrid.Yaknigabungandariduarobotparalel.Robotinimemilikikelebihanpadaruanggeraknyayanglebihluasdibandingdenganrobotparalel.""Padaprosespembuatannyarobotinidilakukanpencetakantigadimensiterlebihdahulu.Setelahitu,dilanjutkandenganpengembanganmenjadisebuahprototypeyangdilengkapidenganpiranti-pirantielektronis.Darisegidesainrobothybridlebihkompleksdibandingdenganrobotparalel,""jelasnya.Padapengembanganrobothybrid,iabekerjasamadenganJurusanTeknikMesindariNationalCentralUniversity(NCU),Taiwan.Sebab,selainmemilikihubunganbaik,NCUjugamengembangkanrobotdenganstrukturyangsama.Saatmelakukanoperasidenganrobothybrid,dokterdapatmenggunakannyadalammembantuprosespembedahanyangmembutuhkanakurasitinggi.Robotinijugabisamengurangikontaklangsungdaridokterdenganpasien.Robothybridini,tidakbermaksuduntukmenggantikanperandokterdalammelakukanoperasi.Akantetapimembantudantingkatakurasitinggidalamprosesoperasiyangmemerlukanbantuanrobot.MelaluiinovasiberjudulRobotOperasiReduksiFraktursebagaiTeknikBedahInvasifMinimal,LatifahmenyabetpenghargaanpadaajangL'Oreal-UNESCOforWomeninScience2020,akhirNovemberlalu.Dimanakegiatantersebutmendukungketerlibatanwanitadibidangsainsdanteknologi.""Sayaberharap,melaluiinovasiinidapatmemperkenalkanteknologirobotdibidangkesehatan.SayajugaberharapagarrobotbuatansayainibisasegeradigunakanbeberaparumahsakitdiIndonesia.Melaluipenghargaaninisayajugainginmengajakparaperempuanmudaagartidaktakutuntukberperandanterlibatdiduniasciencedanteknologi,""pungkasnya."
16;Teknologi;"Jakarta-HuaweimemastikanakanmenghadirkanMateBookD14versiIntelkepasarIndonesia.Laptopinimenambahderetanproduklainyanglebihduluhadir,sepertiMateBookD14AMD,MateBookD15danMateBookXPro.Laptopinisudahbisadipesanmulaitanggal10hingga14Februari2021.DibanderolRp14.999.000,Huaweiakanmenyertakansejumlahbonus,sepertibackpack,mouse,hinggaMatePadT8.""MateBookD14IntelEditionakanmenjadibagiandariekosistemyangmendukungproduktivitasharianpenggunaHuawei,""tuturDeputyCountryDirectorHuaweiCBGIndonesia,LoKhingSengdalamketeranganresmi.Untukdiketahui,HuaweiMateBookD14IntelEditiondibekaliIntelCorei5generasikesepuluhdanGPUNVIDIAGeForceMX250.Memilikibaterai56Wh,Huaweimengklaimlaptopinidapatdigunakanhingga13,2jam.SamasepertiseriMateBookSerieslainnya,laptopinidilengkapidenganbarely-threebezeluntukmenawarkanpengalamanmenontonyanglebihapik.Memilikibobot1,38kgdanukuran15,9mm,HuaweimenyebutMateBookD14merupakanlaptop14incipalingringandantipisdikelasnya.SelainMateBookD14IntelEdition,Huaweijugamemilikipenawarankhususuntukserilaptoplain.SalahsatunyaadalahMateBookXProyangdibanderoldenganhargaRp29.999.000denganberagambonus.SementarauntukMateBookD14versiAMD,HuaweimembanderolnyadenganhargaRp10.499.000.Tidakhanyakedualaptopitu,HuaweijugamelakukanpenyesuaianhargauntukMateBookD15.Disisilain,HuaweikembalimemperkenalkanwearabledeviceterbarunyauntukpasarIndonesia.Kaliini,perusahaanasalTiongkokitumemperkenalkanHuaweiBand4e.Sesuainamanya,aksesorisinimerupakansmartbanduntukmengukuraktivitasolahragapenggunanya.Tidakhanyaitu,HuaweiBand4edapatpulamemberikanarahanbagipenggunauntukberlariyangbenar.""Konsistendalamberkembang,HUAWEIBand4ememperkenalkaninovasitwowearingmodesdikakidanpergelangantanganuntukmendapatkanlebihbanyakdata,""tuturDeputyCountryDirectorHuaweiBCGIndonesia,LoKhingSengdalamketeranganresmi,Selasa(2/2/2021).MenurutLoKhingSeng,Huaweiberkolaborasidenganinstitusirisetprofesionaluntukmenghadirkananalisisprofilberlaridaripenggunadandapatmemberikansaranberdasarkandatastatistikyangdikumpulkan.Smartbandinidibekalisix-axismotionyangdapatmengukurgerakanspasialdanrotasisuatuobjek.Saatdipakaidalammodeunderfoot,HuaweiBand4edapatmendukunganalisispadatujuhmetrikgerakanberlari.HargaHuaweiBand4,Berdasarkandatanyatadanmetrik,penggunaakanmenerimasaranyangkredibelberdasarkananalisisdatayangdilakukanpadaperilakuberlarinya.Akurasipenghitunganjaraklarirata-rataaksesorisinimencapai97persentanpaGPS.Selainberlari,HuaweiBand4ejugadapatdimanfaatkanpenggunamendapatkaninformasiakuratdalamaktivitasbersepeda.Penggunajugadapatmemanfaatkannyaunutkmenganalisaperformasaatbermainbasket.HuaweiBand4edibanderoldenganhargaRp349.000lewatpre-orderpadatokoresmiHuaweidiShopee.Samasepertiaksesorisserupa,adabeberapafiturlainyangadadiperangkatini,sepertipengukurkualitastidur,notifikasipesan/pangggilan,alarm,hinggafindmyphone."
17;Teknologi;"Jakarta-PenyediainternetdiMyanmartermasukMPT,perusahaantelekomunikasimiliknegara,memblokirakseskeberbagailayananmilikFacebookdinegaraitupadaKamis,4Februari2021,beberapaharisetelahparapemimpinmilitermerebutkekuasaandalamkudeta.Baca:PenuhiKebijakanApple,FacebookAkanMintaIzinPrivasiPenggunaiPhoneSebuahsuratyangdipostingonlineolehKementerianKomunikasidanInformasiMyanmarsemalammengatakanlayananFacebookakandiblokirhingga7Februaridemistabilitas.BeberapapenggunadiMyanmarmelaporkanbahwamerekatidakdapatmengaksesbeberapalayananFacebook.GruppemantaujaringanNetBlocksmengonfirmasiMPT,yangmemiliki23jutapengguna,telahmemblokirFacebooksertalayananMessenger,Instagram,danWhatsApp.TelenorAsadariNorwegiamengatakanbarusajamemblokirFacebookuntukmematuhiarahantersebut.JurubicaraFacebookAndyStonemengakuigangguantersebut.""Kamimendesakpihakberwenanguntukmemulihkankonektivitassehinggaorang-orangdiMyanmardapatberkomunikasidengankeluargadantemanmerekasertamengaksesinformasipenting,""katanya.Separuhdari53jutaorangMyanmarmenggunakanFacebook,yangbagibanyakorangidentikdenganinternet.""Saatiniorang-orangyangmengganggustabilitasnegara...menyebarkanberitapalsudaninformasiyangsalahdanmenyebabkankesalahpahamandiantaraorang-orangdenganmenggunakanFacebook,""katasuratKementerianitu.Telenormenyatakansangatprihatinterkaitarahantersebut,yangkatanyatelahditerimaolehsemuaoperatorselulerdanpenyedialayananinternetpadahariRabu.DalamsebuahpernyataandisebutkanbahwamerekamengarahkanpenggunakepesanyangmengatakansituswebFacebooktidakdapatdihubungikarenaperintahpemerintah.""MeskipunarahantersebutmemilikidasarhukumdalamhukumMyanmar,Telenortidakpercayabahwapermintaantersebutdidasarkanpadakebutuhandanproporsionalitas,sesuaidenganhukumhakasasimanusiainternasional,""katanya.PadahariSelasa,militermemperingatkanagartidakmempostingapayangdikatakannyasebagairumordimediasosial,yangdapatmemicukerusuhandanmenyebabkanketidakstabilan.PenyelidikhakasasimanusiaPBBsebelumnyamengatakanujarankebenciandiFacebooktelahmemainkanperankuncidalammengobarkankekerasandiMyanmar.Facebookmengatakanterlalulambatuntukbertindakdalammencegahinformasiyangsalahdankebenciandinegaraitu.Mingguini,FacebookmengatakanpihaknyamemperlakukansituasidiMyanmarsebagaikeadaandaruratdanmengambiltindakansementarauntukmelindungidaribahaya,sepertimenghapuskontenyangmemujiataumendukungkudeta,menurutseorangjurubicara."
18;Teknologi;"Indonesiakinibersiapmeluncurkanjaringan5Gyangdiyakinibakalhadirpadaakhir2021atauawal2022.Namunmunculkekhawatiranjaringan5Gbisaancamprivasidatapenggunanya.Benarkahdemikian?SukacaPurwokardjonoselakuDeputyCEOMobilitySmartfrenTelecommenyatakan,haltersebutjelaskeliru.Menurutnya,keamanandatatergantungdaribagaimanasikapdanpemakaiankonsumenitusendiri.""Keamanandataituadadua,darikonsumenataudaripihakpenyediasepertikami,operator.Smartfrenberkomitmenuntukterusmenjagadanmelindungiprivasidataparakonsumen.Apalagisekarangsudahadaregulasinya,""ungkapSukacadalamacaraOppo5GAcademy,Kamis(4/2/2021).SenadadenganSukaca,PRManagerOppoIndonesiaAryoMeidiantojugaberkomitmenuntukmenjagadanmelindungiprivasipengguna.Iamengatakan,tampilanColorOS11yangadasaatinitelahmendapatkansertifikasiTrustArcASsebagaijaminankeamanan.""Kamiselakupenyediaatauvendorsmartphonemenjaminkalauprivasipenggunatidakakanbocorsamasekali,""ungkapnya.Akantetapi,kataAryo,kebocorandataprivasibiasanyajustrudibuatolehpenggunaitusendiri.Iamengatakanbanyakdaripenggunayangsecaratidaksengajamemberikanaksesprivasikebeberapaaplikasiyangdinilairawan.""Justrumalahsikonsumenyangsukamemberidatanyasecarasukarelakeaplikasi-aplikasiitu.Biasanyasetelahmengunduh,aplikasiakanmemberikanbeberapaketentuanyangbisadiakses.Sayangnya,merekajustrumemilih'IAgree'tanpamembacaseluruhketentuan,""tambahAryo.Iamengaku,beberapavendordanpenyediajasasepertioperatorsudahmencobamelindungidatakonsumennya.Namunsemuanyatentukembalipadapilihankonsumen,apakahmerekasepakatmenggunakanlayanandenganketentuantersebutatautidak.""Kamisebagaipenyedialayanandanvendorsudahberusahasemaksimalmungkinuntukmemberikanfiturperlindungandatakonsumen.Semuanyatentubaliklagikemereka(konsumen),""ungkapnya."
19;Teknologi;Jakarta-RaksasateknologiGooglemeluncurkanStartupSchool.ProgramtersebutmerupakanserangkaiankursusvirtualgratisbagifounderstartupdiAsia-Pasifikbesertatimmereka.Baca:GoogleStopOperasiStudioPengembanganGameInternalStadiaHeadofGoogleforStartupsAsia-PasifikMichaelKimmengatakanGooglesudahmenyediakanprogrampelatihanstartupselamabertahun-tahun,namuntahunlaluadalahpertamakalinyasepenuhnyadilakukandenganplatformdigital.“Walauadabanyaktantangan,sayasenangbisaterhubungdengankomunitasstartup,terutamamerekayangmenemuirintanganakibatpandemiglobal.StartupSchooldikembangkanberdasarkansemuapengalamantersebut,”ujardiadalamketerangantertulis,Selasa,2Februari2021.Sesiinteraktifyangtersediaakanmencakupberbagaitopik,daripemasarandigital,pengetahuanproduk,hinggastrategibisnis.SetiapsesiakandipanduolehGoogler,seorangwirausaha,dantokohindustridariseluruhdunia.Satupelatihanakandigelarpermingguselama12minggukedepan,dansesipertamaakanberlangsungKamisini.Pesertadapatmemilihdaribermacam-macamtopik,danmendaftarkursusyangpalingsesuaidengantujuanmereka.BagiyangtertarikdenganStartupSchool,bisamengunjungilamanhttps://campus.co/startupschool/trainings/apac/.“Denganprogrambaruini,kamiinginmembekalistartupagardapatmengatasimasalah-masalahbesardikawasankami,”tuturKim.Sebelumnya,padaNovember2020lalu,AfiaFitriati,co-founderGadjian—sebuahaplikasipenggajian,HR&payrollsoftware—lulusdariprogramGoogleforStartupsImmersion:WomenFounders.“Senangbertemudengankomunitasdansupportsystemyangbaru.SayaberharapmelaluiprograminikitabisatumbuhlebihcepatdanmembantulebihbanyakUKMdidaerah,”kataAfia.
20;Teknologi;Jakarta-Belakanganiniisukeamanandatapribadikerapmenjadiperhatiansejumlahkalangan,baikdarisisipengguna,lembaga,organisasimaupunperusahaan.Terkaitdatapribadiyangtersimpandismartphone,menyembunyikaninformasisensitifmemangmenjaditantangantersendiri.Selainharusmemanfaatkanperangkatlunakkeamanan,kamujugamembutuhkanaplikasiperlindungandatapribadiyangbisadiandalkan.SalahsatuaplikasiperlindungandatapribadiyangcukuppopuleradalahHideX.Uniknya,aplikasibesutanFlatfishStudioiniberfungsilayaknyabrankasdigitaluntukdatapribadidismartphoneyangberkamuflasesebagaikalkulator.Mengutipsiaranpersperusahaan,Kamis(4/2/2021),aplikasibernamalengkap'CalculatorLock-AppHider&PhotoVault-HideXinisudahadasejakNovember2019dansaatinidiklaimtelahmengantongilebihdari10jutainstalasi.SementarauntukratingdiGooglePlayStore,aplikasiinimeraihratingrata-ratasebesar4,7dari580pengguna.SatuPINHideXdirancanguntukmemudahkanpenggunamenyembunyikansegalaberkasdanaplikasiyangsifatnyapribadiagarterhindaridaripihakyangisengmembukasmartphonekamu.HanyadengansatuPINyangbisadiinputketikapertamakaliaplikasiHideXdibuka,penggunaakandiperlihatkantampilanyangmenyerupailauncherdenganragamikondansettingyangbisadisetelsesuaikebutuhan.Sesuaidengannamanya,HideXCalculatorLockinimembuattampilanPINinputmenyerupaikalkulatoryangtakakanmenimbulkankecurigaansiapapunyangmembukanya.MasukkanempatdigitPINkamu,lalutekantombolsamadengan(=),danpenggunaakanmasukkeHideXlauncher.SelaintampilanPINinput,ikondannamaHideXjugabisadisesuaikandengantemakalkulator.FiturVPNBawaanSelainmenyembunyikanfile,HideXjugabisadigunakansebagaibrowserprivat.DaritampilanutamaHideX,penggunabisaklikikonbrowseruntukmulaimenggunakannya.AplikasibrowserdiHideXbahkanmemilikiVPNbawaanuntukmenjaminkerahasiaandatadiinternet.KetikafiturVPNHideXaktif,penggunabisamelihatadaikonkuncikecildibagianstatusbar.
21;Hukum;"Jakarta-KomisiPemilihanUmum(KPU)belummenetapkanpasangancalon(Paslon)diRembangdanPurworejoyangmajudiPemilihanKepalaDaerah(Pilkada)Serentak2020.SebabkeduapaslonsaatinimasihterlibatsengketaditingkatMahkamahKonstitusi(MK).KeduapaslontersebutyaitupasanganincumbentKabupatenPurworejo,AgusBastian-YuliHastutidanpasanganincumbentRembang,AbdulHafidzdanM.HaniesCholilBarro.""UntukpenetapanpaslondiRembangdanPurworejobelumbisadilakukan.KarenamasihadasengketayangberlangsungdiMKJakarta,""kataKomisionerDivisiDatadanInformasi,PaulusWidiyantoro,Jumat,23Januari2021.Diamenyebutuntuktahapanpenetapanpaslondiikuti19pasangancalon.Sedangkanmasing-masingkabupatenkotakinitelahmenggelarrapatplenountukmenetapkanpasangancalonpemenangPilkadaSerentak2020.""DaerahyangsudahmenggelarplenosepertiKotaSemarang,Solo,Kendal,Demak,Grobogan,Wonogiri,Wonosobo,KabupatenSemarangsertaBoyolali.UntukPurbalinggabarumenjadwalkanpenetapanhariini,""jelasPaulus.TolakHasilRekapitulasiKPUPilkada2020diKabupatenPurworejoterjadisengketasetelahpasangancalon(paslon)nomorurut2,Kuswanto-Kusnomo,menolakhasilrekapitulasiKPU,15Desember2020.PasanganyangdiusungPKB,Nasdem,danPPPitumenolakhasilrekapitulasikarenamendugaadapelanggarandalampelaksanaanPilkadaPurworejo,9Desemberlalu.Merekajugamenyatakankeberatandanmenolakhasilrapatplenorekapitulasihasilpenghitungansuarayangmenetapkanpasanganbupatipetahana,AgusBastian-YuliHastutisebagaipemenang.KasusitujugaterjadipadaPilkadaRembang.PasanganHarno-BayuAdriyantomelayangkangugatankeMKkarenamendugaadanyapelanggaransaatpemungutansuara.Merekajugamenolakhasilrekapitulasiyangmemenangkanpasanganbupatipetahana,AbdulHafidzdenganHaniesCholilBarro."
22;Hukum;"Jakarta-PasangancalonwalikotadanwakilwalikotaBanjarmasinAnanda-MushaffaZakir,melaluikuasahukumnyamemintaMahkamahKonstitusi(MK)membatalkanhasilrekapitulasipenghitungansuaraKPUKotaBanjarmasin.PengacarapasanganAnanda-Mushaffa,SulaimanSembiring,mengatakanpihaknyatelahmelaporkandugaanpolitikuangkeBawasluKotaBanjarmasinyanghasilnyaterbuktiterjadipolitikuang.Sulaimanmendugaterjadipolitikuangyangterstruktur,sistematis,danmasifpadaPilkadaKotaBanjarmasin2020.SulaimanmengakupihaknyabakalmenyampaikanbuktidugaanpelanggaranyangdilakukansalahsatupasangancalonsaatsidangpemeriksaanpersidangandiMKpadaSenin(1/2/2020)hariini.SulaimanjugamenyayangkanhasilkeputusanBawasluKotaBanjarmasinyangmembuktikanadanyapolitikuangternyatatidakmenjadidasarbagilembagapenyelenggarapemilumendiskualifikasihasilpikadasetempat.BawasluhanyamenjeratduaorangAparaturSipilNegara(ASN),yaknilurahdankepalasekolahdasarnegeriyangterbuktiterlibatpolitikuangsebagaisalahsatutimpemenanganpasangancalon.""KamimeyakiniMajelisHakimMKmerupakanorang-orangterpilihdansangatprofessionaldanmelihatberbagaifakta-faktapelanggaranPilkadaBanjarmasindarihalyangsubstantifsepertipolitikuang,""ujarSulaimansepertidilansirdariAntara.Sementaraitu,KetuaKomisiPemilihanUmum(KPU)KotaBanjarmasinRahmiyatiWahdahmenyatakansiapmenghadapigugatanpasangancalonwalikotadanwakilwalikotaBanjarmasinnomorurut4,Ananda-MushaffaZakirdiMahkamahKonstitusi(MK).DiamemastikanKPUKotaBanjarmasinmenghormatipihakAnanda-MushaffayangmenggugathasilPilkadaKotaBanjarmasinpada9Desember2020.Sebagaimanadiketahui,KPUKotaBanjarmasinsudahmelaksanakanrapatplenoterbukarekapitulasihasilpenghitungansuaraPilkadaBanjarmasin,dengansuaraterbanyakdiraihpasangancalonwalikotadanwakilwalikotaBanjarmasinnomorurut2,IbnuSina-ArifinNoorsebanyak90.980suara.SementarapasangancalonwalikotadanwakilwalijotaBanjarmasinnomorurut4,Ananda-MushaffaZakirmeraihterbanyakkeduadengantotalsebanyak74.154suara."
